step,t,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,dyn_x,dyn_y,dyn_z,stat_x,stat_y,stat_z,d_min,rpz,rpf,target_x,target_y,target_z
266,26.600000,1.265438,0.377089,2.215009,0.152069,0.186115,0.068820,1.160000,-1.692000,2.500000,3.500000,-1.000000,2.000000,2.091283,1.000000,1.500000,3.000000,2.500000,3.000000
267,26.700000,1.280645,0.395700,2.221891,0.152069,0.186115,0.068820,1.170000,-1.704000,2.500000,3.500000,-1.000000,2.000000,2.120926,1.000000,1.500000,3.000000,2.500000,3.000000
268,26.800000,1.295852,0.414312,2.228773,0.152069,0.186115,0.068820,1.180000,-1.716000,2.500000,3.500000,-1.000000,2.000000,2.150631,1.000000,1.500000,3.000000,2.500000,3.000000
269,26.900000,1.311059,0.432923,2.235655,0.152069,0.186115,0.068820,1.190000,-1.728000,2.500000,3.500000,-1.000000,2.000000,2.180395,1.000000,1.500000,3.000000,2.500000,3.000000
270,27.000000,1.326266,0.451535,2.242537,0.152069,0.186115,0.068820,1.200000,-1.740000,2.500000,3.500000,-1.000000,2.000000,2.210216,1.000000,1.500000,3.000000,2.500000,3.000000
271,27.100000,1.341473,0.470146,2.249419,0.152069,0.186115,0.068820,1.210000,-1.752000,2.500000,3.500000,-1.000000,2.000000,2.240091,1.000000,1.500000,3.000000,2.500000,3.000000
272,27.200000,1.356680,0.488758,2.256301,0.152069,0.186115,0.068820,1.220000,-1.764000,2.500000,3.500000,-1.000000,2.000000,2.270019,1.000000,1.500000,3.000000,2.500000,3.000000
273,27.300000,1.371887,0.507369,2.263183,0.152069,0.186115,0.068820,1.230000,-1.776000,2.500000,3.500000,-1.000000,2.000000,2.299998,1.000000,1.500000,3.000000,2.500000,3.000000
274,27.400000,1.387093,0.525981,2.270065,0.152069,0.186115,0.068820,1.240000,-1.788000,2.500000,3.500000,-1.000000,2.000000,2.330024,1.000000,1.500000,3.000000,2.500000,3.000000
275,27.500000,1.402300,0.544592,2.276947,0.152069,0.186115,0.068820,1.250000,-1.800000,2.500000,3.500000,-1.000000,2.000000,2.360098,1.000000,1.500000,3.000000,2.500000,3.000000
276,27.600000,1.417507,0.563204,2.283829,0.152069,0.186115,0.068820,1.260000,-1.812000,2.500000,3.500000,-1.000000,2.000000,2.390216,1.000000,1.500000,3.000000,2.500000,3.000000
277,27.700000,1.432714,0.581815,2.290711,0.152069,0.186115,0.068820,1.270000,-1.824000,2.500000,3.500000,-1.000000,2.000000,2.420377,1.000000,1.500000,3.000000,2.500000,3.000000
278,27.800000,1.447921,0.600427,2.297593,0.152069,0.186115,0.068820,1.280000,-1.836000,2.500000,3.500000,-1.000000,2.000000,2.450580,1.000000,1.500000,3.000000,2.500000,3.000000
279,27.900000,1.463128,0.619038,2.304475,0.152069,0.186115,0.068820,1.290000,-1.848000,2.500000,3.500000,-1.000000,2.000000,2.480823,1.000000,1.500000,3.000000,2.500000,3.000000
280,28.000000,1.478335,0.637650,2.311357,0.152069,0.186115,0.068820,1.300000,-1.860000,2.500000,3.500000,-1.000000,2.000000,2.511104,1.000000,1.500000,3.000000,2.500000,3.000000
281,28.100000,1.493542,0.656262,2.318239,0.152069,0.186115,0.068820,1.310000,-1.872000,2.500000,3.500000,-1.000000,2.000000,2.541423,1.000000,1.500000,3.000000,2.500000,3.000000
282,28.200000,1.508748,0.674873,2.325121,0.152069,0.186115,0.068820,1.320000,-1.884000,2.500000,3.500000,-1.000000,2.000000,2.571778,1.000000,1.500000,3.000000,2.500000,3.000000
283,28.300000,1.523955,0.693485,2.332003,0.152069,0.186115,0.068820,1.330000,-1.896000,2.500000,3.500000,-1.000000,2.000000,2.602167,1.000000,1.500000,3.000000,2.500000,3.000000
284,28.400000,1.539162,0.712096,2.338885,0.152069,0.186115,0.068820,1.340000,-1.908000,2.500000,3.500000,-1.000000,2.000000,2.625072,1.000000,1.500000,3.000000,2.500000,3.000000
285,28.500000,1.554369,0.730708,2.345767,0.152069,0.186115,0.068820,1.350000,-1.920000,2.500000,3.500000,-1.000000,2.000000,2.626858,1.000000,1.500000,3.000000,2.500000,3.000000
286,28.600000,1.569576,0.749319,2.352649,0.152069,0.186115,0.068820,1.360000,-1.932000,2.500000,3.500000,-1.000000,2.000000,2.628881,1.000000,1.500000,3.000000,2.500000,3.000000
287,28.700000,1.584783,0.767931,2.359531,0.152069,0.186115,0.068820,1.370000,-1.944000,2.500000,3.500000,-1.000000,2.000000,2.631140,1.000000,1.500000,3.000000,2.500000,3.000000
288,28.800000,1.599990,0.786542,2.366413,0.152069,0.186115,0.068820,1.380000,-1.956000,2.500000,3.500000,-1.000000,2.000000,2.633635,1.000000,1.500000,3.000000,2.500000,3.000000
289,28.900000,1.615196,0.805154,2.373295,0.152069,0.186115,0.068820,1.390000,-1.968000,2.500000,3.500000,-1.000000,2.000000,2.636364,1.000000,1.500000,3.000000,2.500000,3.000000
290,29.000000,1.630403,0.823765,2.380177,0.152069,0.186115,0.068820,1.400000,-1.980000,2.500000,3.500000,-1.000000,2.000000,2.639327,1.000000,1.500000,3.000000,2.500000,3.000000
291,29.100000,1.645610,0.842377,2.387059,0.152069,0.186115,0.068820,1.410000,-1.992000,2.500000,3.500000,-1.000000,2.000000,2.642523,1.000000,1.500000,3.000000,2.500000,3.000000
292,29.200000,1.660817,0.860988,2.393941,0.152069,0.186115,0.068820,1.420000,-2.004000,2.500000,3.500000,-1.000000,2.000000,2.645952,1.000000,1.500000,3.000000,2.500000,3.000000
293,29.300000,1.676024,0.879600,2.400823,0.152069,0.186115,0.068820,1.430000,-2.016000,2.500000,3.500000,-1.000000,2.000000,2.649612,1.000000,1.500000,3.000000,2.500000,3.000000
294,29.400000,1.691231,0.898211,2.407705,0.152069,0.186115,0.068820,1.440000,-2.028000,2.500000,3.500000,-1.000000,2.000000,2.653503,1.000000,1.500000,3.000000,2.500000,3.000000
295,29.500000,1.706438,0.916823,2.414587,0.152069,0.186115,0.068820,1.450000,-2.040000,2.500000,3.500000,-1.000000,2.000000,2.657623,1.000000,1.500000,3.000000,2.500000,3.000000
296,29.600000,1.721645,0.935434,2.421469,0.152069,0.186115,0.068820,1.460000,-2.052000,2.500000,3.500000,-1.000000,2.000000,2.661971,1.000000,1.500000,3.000000,2.500000,3.000000
297,29.700000,1.736851,0.954046,2.428351,0.152069,0.186115,0.068820,1.470000,-2.064000,2.500000,3.500000,-1.000000,2.000000,2.666547,1.000000,1.500000,3.000000,2.500000,3.000000
298,29.800000,1.752058,0.972658,2.435233,0.152069,0.186115,0.068820,1.480000,-2.076000,2.500000,3.500000,-1.000000,2.000000,2.671349,1.000000,1.500000,3.000000,2.500000,3.000000
299,29.900000,1.767265,0.991269,2.442115,0.152069,0.186115,0.068820,1.490000,-2.088000,2.500000,3.500000,-1.000000,2.000000,2.676376,1.000000,1.500000,3.000000,2.500000,3.000000
300,30.000000,1.782472,1.009881,2.448997,0.152069,0.186115,0.068820,1.500000,-2.100000,2.500000,3.500000,-1.000000,2.000000,2.681627,1.000000,1.500000,3.000000,2.500000,3.000000
301,30.100000,1.797679,1.028492,2.455879,0.152069,0.186115,0.068820,1.510000,-2.112000,2.500000,3.500000,-1.000000,2.000000,2.687099,1.000000,1.500000,3.000000,2.500000,3.000000
302,30.200000,1.812886,1.047104,2.462761,0.152069,0.186115,0.068820,1.520000,-2.124000,2.500000,3.500000,-1.000000,2.000000,2.692793,1.000000,1.500000,3.000000,2.500000,3.000000
303,30.300000,1.828093,1.065715,2.469643,0.152069,0.186115,0.068820,1.530000,-2.136000,2.500000,3.500000,-1.000000,2.000000,2.698707,1.000000,1.500000,3.000000,2.500000,3.000000
304,30.400000,1.843300,1.084327,2.476525,0.152069,0.186115,0.068820,1.540000,-2.148000,2.500000,3.500000,-1.000000,2.000000,2.704838,1.000000,1.500000,3.000000,2.500000,3.000000
305,30.500000,1.858506,1.102938,2.483407,0.152069,0.186115,0.068820,1.550000,-2.160000,2.500000,3.500000,-1.000000,2.000000,2.711187,1.000000,1.500000,3.000000,2.500000,3.000000
306,30.600000,1.873713,1.121550,2.490289,0.152069,0.186115,0.068820,1.560000,-2.172000,2.500000,3.500000,-1.000000,2.000000,2.717750,1.000000,1.500000,3.000000,2.500000,3.000000
307,30.700000,1.888920,1.140161,2.497171,0.152069,0.186115,0.068820,1.570000,-2.184000,2.500000,3.500000,-1.000000,2.000000,2.724527,1.000000,1.500000,3.000000,2.500000,3.000000
308,30.800000,1.904127,1.158773,2.504053,0.152069,0.186115,0.068820,1.580000,-2.196000,2.500000,3.500000,-1.000000,2.000000,2.731516,1.000000,1.500000,3.000000,2.500000,3.000000
309,30.900000,1.919334,1.177384,2.510935,0.152069,0.186115,0.068820,1.590000,-2.208000,2.500000,3.500000,-1.000000,2.000000,2.738716,1.000000,1.500000,3.000000,2.500000,3.000000
310,31.000000,1.934541,1.195996,2.517817,0.152069,0.186115,0.068820,1.600000,-2.220000,2.500000,3.500000,-1.000000,2.000000,2.746124,1.000000,1.500000,3.000000,2.500000,3.000000
311,31.100000,1.949748,1.214607,2.524699,0.152069,0.186115,0.068820,1.610000,-2.232000,2.500000,3.500000,-1.000000,2.000000,2.753739,1.000000,1.500000,3.000000,2.500000,3.000000
312,31.200000,1.964955,1.233219,2.531581,0.152069,0.186115,0.068820,1.620000,-2.244000,2.500000,3.500000,-1.000000,2.000000,2.761559,1.000000,1.500000,3.000000,2.500000,3.000000
313,31.300000,1.980161,1.251831,2.538463,0.152069,0.186115,0.068820,1.630000,-2.256000,2.500000,3.500000,-1.000000,2.000000,2.769583,1.000000,1.500000,3.000000,2.500000,3.000000
314,31.400000,1.995368,1.270442,2.545345,0.152069,0.186115,0.068820,1.640000,-2.268000,2.500000,3.500000,-1.000000,2.000000,2.777809,1.000000,1.500000,3.000000,2.500000,3.000000
315,31.500000,2.010575,1.289054,2.552227,0.152069,0.186115,0.068820,1.650000,-2.280000,2.500000,3.500000,-1.000000,2.000000,2.786235,1.000000,1.500000,3.000000,2.500000,3.000000
316,31.600000,2.025782,1.307665,2.559109,0.152069,0.186115,0.068820,1.660000,-2.292000,2.500000,3.500000,-1.000000,2.000000,2.794860,1.000000,1.500000,3.000000,2.500000,3.000000
317,31.700000,2.040989,1.326277,2.565991,0.152069,0.186115,0.068820,1.670000,-2.304000,2.500000,3.500000,-1.000000,2.000000,2.803680,1.000000,1.500000,3.000000,2.500000,3.000000
318,31.800000,2.056196,1.344888,2.572873,0.152069,0.186115,0.068820,1.680000,-2.316000,2.500000,3.500000,-1.000000,2.000000,2.812695,1.000000,1.500000,3.000000,2.500000,3.000000
319,31.900000,2.071403,1.363500,2.579755,0.152069,0.186115,0.068820,1.690000,-2.328000,2.500000,3.500000,-1.000000,2.000000,2.821903,1.000000,1.500000,3.000000,2.500000,3.000000
320,32.000000,2.086610,1.382111,2.586637,0.152069,0.186115,0.068820,1.700000,-2.340000,2.500000,3.500000,-1.000000,2.000000,2.831302,1.000000,1.500000,3.000000,2.500000,3.000000
321,32.100000,2.101816,1.400723,2.593519,0.152069,0.186115,0.068820,1.710000,-2.352000,2.500000,3.500000,-1.000000,2.000000,2.840889,1.000000,1.500000,3.000000,2.500000,3.000000
322,32.200000,2.117023,1.419334,2.600401,0.152069,0.186115,0.068820,1.720000,-2.364000,2.500000,3.500000,-1.000000,2.000000,2.850664,1.000000,1.500000,3.000000,2.500000,3.000000
323,32.300000,2.132230,1.437946,2.607283,0.152069,0.186115,0.068820,1.730000,-2.376000,2.500000,3.500000,-1.000000,2.000000,2.860624,1.000000,1.500000,3.000000,2.500000,3.000000
324,32.400000,2.147437,1.456557,2.614165,0.152069,0.186115,0.068820,1.740000,-2.388000,2.500000,3.500000,-1.000000,2.000000,2.870766,1.000000,1.500000,3.000000,2.500000,3.000000
325,32.500000,2.162644,1.475169,2.621047,0.152069,0.186115,0.068820,1.750000,-2.400000,2.500000,3.500000,-1.000000,2.000000,2.881090,1.000000,1.500000,3.000000,2.500000,3.000000
326,32.600000,2.177851,1.493780,2.627929,0.152069,0.186115,0.068820,1.760000,-2.412000,2.500000,3.500000,-1.000000,2.000000,2.891594,1.000000,1.500000,3.000000,2.500000,3.000000
327,32.700000,2.193058,1.512392,2.634811,0.152069,0.186115,0.068820,1.770000,-2.424000,2.500000,3.500000,-1.000000,2.000000,2.902274,1.000000,1.500000,3.000000,2.500000,3.000000
328,32.800000,2.208265,1.531003,2.641693,0.152069,0.186115,0.068820,1.780000,-2.436000,2.500000,3.500000,-1.000000,2.000000,2.913130,1.000000,1.500000,3.000000,2.500000,3.000000
329,32.900000,2.223471,1.549615,2.648575,0.152069,0.186115,0.068820,1.790000,-2.448000,2.500000,3.500000,-1.000000,2.000000,2.924160,1.000000,1.500000,3.000000,2.500000,3.000000
330,33.000000,2.238678,1.568227,2.655457,0.152069,0.186115,0.068820,1.800000,-2.460000,2.500000,3.500000,-1.000000,2.000000,2.935361,1.000000,1.500000,3.000000,2.500000,3.000000
331,33.100000,2.253885,1.586838,2.662339,0.152069,0.186115,0.068820,1.810000,-2.472000,2.500000,3.500000,-1.000000,2.000000,2.946732,1.000000,1.500000,3.000000,2.500000,3.000000
332,33.200000,2.269092,1.605450,2.669221,0.152069,0.186115,0.068820,1.820000,-2.484000,2.500000,3.500000,-1.000000,2.000000,2.958270,1.000000,1.500000,3.000000,2.500000,3.000000
333,33.300000,2.284299,1.624061,2.676103,0.152069,0.186115,0.068820,1.830000,-2.496000,2.500000,3.500000,-1.000000,2.000000,2.969973,1.000000,1.500000,3.000000,2.500000,3.000000
334,33.400000,2.299506,1.642673,2.682985,0.152069,0.186115,0.068820,1.840000,-2.508000,2.500000,3.500000,-1.000000,2.000000,2.981841,1.000000,1.500000,3.000000,2.500000,3.000000
335,33.500000,2.314713,1.661284,2.689867,0.152069,0.186115,0.068820,1.850000,-2.520000,2.500000,3.500000,-1.000000,2.000000,2.993870,1.000000,1.500000,3.000000,2.500000,3.000000
336,33.600000,2.329920,1.679896,2.696749,0.152069,0.186115,0.068820,1.860000,-2.532000,2.500000,3.500000,-1.000000,2.000000,3.006059,1.000000,1.500000,3.000000,2.500000,3.000000
337,33.700000,2.345126,1.698507,2.703631,0.152069,0.186115,0.068820,1.870000,-2.544000,2.500000,3.500000,-1.000000,2.000000,3.018405,1.000000,1.500000,3.000000,2.500000,3.000000
338,33.800000,2.360333,1.717119,2.710513,0.152069,0.186115,0.068820,1.880000,-2.556000,2.500000,3.500000,-1.000000,2.000000,3.030908,1.000000,1.500000,3.000000,2.500000,3.000000
339,33.900000,2.375540,1.735730,2.717395,0.152069,0.186115,0.068820,1.890000,-2.568000,2.500000,3.500000,-1.000000,2.000000,3.043565,1.000000,1.500000,3.000000,2.500000,3.000000
340,34.000000,2.390747,1.754342,2.724277,0.152069,0.186115,0.068820,1.900000,-2.580000,2.500000,3.500000,-1.000000,2.000000,3.056373,1.000000,1.500000,3.000000,2.500000,3.000000
341,34.100000,2.405954,1.772953,2.731159,0.152069,0.186115,0.068820,1.910000,-2.592000,2.500000,3.500000,-1.000000,2.000000,3.069332,1.000000,1.500000,3.000000,2.500000,3.000000
342,34.200000,2.421161,1.791565,2.738041,0.152069,0.186115,0.068820,1.920000,-2.604000,2.500000,3.500000,-1.000000,2.000000,3.082440,1.000000,1.500000,3.000000,2.500000,3.000000
343,34.300000,2.436368,1.810176,2.744923,0.152069,0.186115,0.068820,1.930000,-2.616000,2.500000,3.500000,-1.000000,2.000000,3.095693,1.000000,1.500000,3.000000,2.500000,3.000000
344,34.400000,2.451575,1.828788,2.751805,0.152069,0.186115,0.068820,1.940000,-2.628000,2.500000,3.500000,-1.000000,2.000000,3.109091,1.000000,1.500000,3.000000,2.500000,3.000000
345,34.500000,2.466781,1.847399,2.758687,0.152069,0.186115,0.068820,1.950000,-2.640000,2.500000,3.500000,-1.000000,2.000000,3.122632,1.000000,1.500000,3.000000,2.500000,3.000000
346,34.600000,2.481988,1.866011,2.765569,0.152069,0.186115,0.068820,1.960000,-2.652000,2.500000,3.500000,-1.000000,2.000000,3.136314,1.000000,1.500000,3.000000,2.500000,3.000000
347,34.700000,2.497195,1.884623,2.772451,0.152069,0.186115,0.068820,1.970000,-2.664000,2.500000,3.500000,-1.000000,2.000000,3.150134,1.000000,1.500000,3.000000,2.500000,3.000000
348,34.800000,2.512402,1.903234,2.779333,0.152069,0.186115,0.068820,1.980000,-2.676000,2.500000,3.500000,-1.000000,2.000000,3.164092,1.000000,1.500000,3.000000,2.500000,3.000000
349,34.900000,2.527609,1.921846,2.786215,0.152069,0.186115,0.068820,1.990000,-2.688000,2.500000,3.500000,-1.000000,2.000000,3.178185,1.000000,1.500000,3.000000,2.500000,3.000000
350,35.000000,2.542816,1.940457,2.793097,0.152069,0.186115,0.068820,2.000000,-2.700000,2.500000,3.500000,-1.000000,2.000000,3.192412,1.000000,1.500000,3.000000,2.500000,3.000000
351,35.100000,2.558023,1.959069,2.799979,0.152069,0.186115,0.068820,2.010000,-2.712000,2.500000,3.500000,-1.000000,2.000000,3.206770,1.000000,1.500000,3.000000,2.500000,3.000000
352,35.200000,2.573230,1.977680,2.806861,0.152069,0.186115,0.068820,2.020000,-2.724000,2.500000,3.500000,-1.000000,2.000000,3.221259,1.000000,1.500000,3.000000,2.500000,3.000000
353,35.300000,2.588436,1.996292,2.813743,0.152069,0.186115,0.068820,2.030000,-2.736000,2.500000,3.500000,-1.000000,2.000000,3.235876,1.000000,1.500000,3.000000,2.500000,3.000000
354,35.400000,2.603643,2.014903,2.820625,0.152069,0.186115,0.068820,2.040000,-2.748000,2.500000,3.500000,-1.000000,2.000000,3.250619,1.000000,1.500000,3.000000,2.500000,3.000000
355,35.500000,2.618850,2.033515,2.827507,0.152069,0.186115,0.068820,2.050000,-2.760000,2.500000,3.500000,-1.000000,2.000000,3.265487,1.000000,1.500000,3.000000,2.500000,3.000000
356,35.600000,2.634057,2.052126,2.834389,0.152069,0.186115,0.068820,2.060000,-2.772000,2.500000,3.500000,-1.000000,2.000000,3.280478,1.000000,1.500000,3.000000,2.500000,3.000000
357,35.700000,2.649264,2.070738,2.841271,0.152069,0.186115,0.068820,2.070000,-2.784000,2.500000,3.500000,-1.000000,2.000000,3.295591,1.000000,1.500000,3.000000,2.500000,3.000000
358,35.800000,2.664471,2.089349,2.848153,0.152069,0.186115,0.068820,2.080000,-2.796000,2.500000,3.500000,-1.000000,2.000000,3.310824,1.000000,1.500000,3.000000,2.500000,3.000000
359,35.900000,2.679678,2.107961,2.855035,0.152069,0.186115,0.068820,2.090000,-2.808000,2.500000,3.500000,-1.000000,2.000000,3.326174,1.000000,1.500000,3.000000,2.500000,3.000000
360,36.000000,2.694885,2.126572,2.861917,0.152069,0.186115,0.068820,2.100000,-2.820000,2.500000,3.500000,-1.000000,2.000000,3.341641,1.000000,1.500000,3.000000,2.500000,3.000000
361,36.100000,2.710091,2.145184,2.868799,0.152069,0.186115,0.068820,2.110000,-2.832000,2.500000,3.500000,-1.000000,2.000000,3.357224,1.000000,1.500000,3.000000,2.500000,3.000000
362,36.200000,2.725298,2.163795,2.875681,0.152069,0.186115,0.068820,2.120000,-2.844000,2.500000,3.500000,-1.000000,2.000000,3.372919,1.000000,1.500000,3.000000,2.500000,3.000000
363,36.300000,2.740505,2.182407,2.882563,0.152069,0.186115,0.068820,2.130000,-2.856000,2.500000,3.500000,-1.000000,2.000000,3.388726,1.000000,1.500000,3.000000,2.500000,3.000000
364,36.400000,2.755712,2.201019,2.889445,0.152069,0.186115,0.068820,2.140000,-2.868000,2.500000,3.500000,-1.000000,2.000000,3.404644,1.000000,1.500000,3.000000,2.500000,3.000000
365,36.500000,2.770919,2.219630,2.896327,0.152069,0.186115,0.068820,2.150000,-2.880000,2.500000,3.500000,-1.000000,2.000000,3.420670,1.000000,1.500000,3.000000,2.500000,3.000000
366,36.600000,2.786126,2.238242,2.903209,0.152069,0.186115,0.068820,2.160000,-2.892000,2.500000,3.500000,-1.000000,2.000000,3.436803,1.000000,1.500000,3.000000,2.500000,3.000000
367,36.700000,2.801333,2.256853,2.910091,0.152069,0.186115,0.068820,2.170000,-2.904000,2.500000,3.500000,-1.000000,2.000000,3.453041,1.000000,1.500000,3.000000,2.500000,3.000000
368,36.800000,2.816540,2.275465,2.916973,0.152069,0.186115,0.068820,2.180000,-2.916000,2.500000,3.500000,-1.000000,2.000000,3.469384,1.000000,1.500000,3.000000,2.500000,3.000000
369,36.900000,2.831746,2.294076,2.923855,0.152069,0.186115,0.068820,2.190000,-2.928000,2.500000,3.500000,-1.000000,2.000000,3.485830,1.000000,1.500000,3.000000,2.500000,3.000000
370,37.000000,2.846953,2.312688,2.930737,0.152069,0.186115,0.068820,2.200000,-2.940000,2.500000,3.500000,-1.000000,2.000000,3.502377,1.000000,1.500000,3.000000,2.500000,3.000000
371,37.100000,2.862160,2.331299,2.937619,0.152069,0.186115,0.068820,2.210000,-2.952000,2.500000,3.500000,-1.000000,2.000000,3.519023,1.000000,1.500000,3.000000,2.500000,3.000000
